MOVE_TYPE,MOVE_TYPE_DETAIL,FROM_LOCATION,TO_LOCATION,EMP_ID,START_TIME,END_TIME,GOAL
REPLEN OVERFLOW,PUTAWAY,C24-254-L-5616-3900-0,A5-6-R-960-468-0,Emp-1,20180826182026,20180826182626,20180826183026
PUTAWAY,PUTAWAY,A11-77-R-2328-1524-48,A9-209-L-1872-3276-84,Emp-6,20180826182153,20180826182853,20180826183053
REPLEN,PUTAWAY,B16-150-L-3744-2472-12,A2-23-L-276-792-60,Emp-8,20180826182320,20180826182720,20180826183220
MOVE TO DOOR,SLAMS DUNK,A3-126-R-504-2184-60,DR-D15,Emp-7,20180826182447,20180826183247,20180826182947
REPLEN OVERFLOW,REPLEN,B15-245-R-3516-3792-60,A1-213-L-48-3336-48,Emp-10,20180826182614,20180826183614,20180826183114
REPLEN OVERFLOW,REPLEN,C24-250-R-5616-3852-0,A7-199-L-1416-3108-48,Emp-4,20180826182741,20180826183441,20180826183641
PUTAWAY,PUTAWAY,B16-222-R-3744-3492-12,B12-179-R-2832-2820-0,Emp-4,20180826182908,20180826183708,20180826183808
MOVE TO DOOR,SLAMS DUNK,A5-6-L-960-468-48,DR-D19,Emp-9,20180826183035,20180826183235,20180826183635
REPLEN,PUTAWAY,A2-213-R-276-3336-48,B2Y-R-4164-1944-60,Emp-8,20180826183202,20180826184102,20180826184002
REPLEN,SLAMS DUNK,B21-195-R-4884-3048-60,A3-96-L-504-1776-60,Emp-2,20180826183329,20180826183629,20180826183929
MOVE TO DOOR,SLAMS DUNK,A7-123-R-1416-2136-60,DR-D16,Emp-2,20180826183456,20180826183856,20180826184356
MOVE TO DOOR,PUTAWAY,B13-240-R-3060-3732-36,DR-D12,Emp-9,20180826183623,20180826184023,20180826184423
MOVE TO DOOR,PUTAWAY,A3-12-R-504-588-0,DR-D16,Emp-3,20180826183750,20180826184050,20180826184250
PUTAWAY,SLAMS DUNK,A4-199-R-732-3108-72,A3-6-L-504-468-0,Emp-9,20180826183917,20180826184117,20180826184717
PUTAWAY,REPLEN,A1-135-L-48-2292-60,B13-262-L-3060-3996-0,Emp-3,20180826184044,20180826184844,20180826185044
PUTAWAY,SLOT CHANGE,B19-195-R-4428-3048-0,A3-145-R-504-2412-0,Emp-3,20180826184211,20180826184411,20180826185011
REPLEN OVERFLOW,SLAMS DUNK,B18-219-R-4200-3444-0,A1-79-R-48-1548-60,Emp-7,20180826184338,20180826185038,20180826185238
MOVE TO DOOR,SLOT CHANGE,B15-227-L-3516-3564-84,DR-D11,Emp-7,20180826184505,20180826185205,20180826185305
MOVE TO DOOR,REPLEN,A5-118-L-960-2064-0,DR-D9,Emp-2,20180826184632,20180826185032,20180826185232
PUTAWAY,SLAMS DUNK,B17-191-R-3972-2988-60,A1Y-L-396-0-84,Emp-5,20180826184759,20180826185459,20180826185559
MOVE TO DOOR,PUTAWAY,A11-172-R-2328-2736-48,DR-D1,Emp-5,20180826184926,20180826185726,20180826185926
PUTAWAY,SLOT CHANGE,A4-8-L-732-516-0,A11-138-R-2328-2328-48,Emp-6,20180826185053,20180826185453,20180826185553
REPLEN OVERFLOW,REPLEN,A10-92-L-2100-1728-0,A5-159-R-960-2580-60,Emp-10,20180826185220,20180826190120,20180826190120
REPLEN OVERFLOW,SLAMS DUNK,B21-191-R-4884-2988-36,A6-42-R-1188-1056-0,Emp-3,20180826185347,20180826185947,20180826190047
REPLEN,PUTAWAY,B17-136-L-3972-2304-84,A1Y-L-1488-0-84,Emp-2,20180826185514,20180826190314,20180826190214
MOVE TO DOOR,SLOT CHANGE,B13-161-R-3060-2604-72,DR-D1,Emp-3,20180826185641,20180826185841,20180826190141
MOVE TO DOOR,PUTAWAY,A4-10-R-732-564-0,DR-D6,Emp-8,20180826185808,20180826190808,20180826190508
REPLEN,PUTAWAY,A9-213-R-1872-3336-84,A9-47-R-1872-1116-0,Emp-1,20180826185935,20180826190235,20180826190735
REPLEN OVERFLOW,PUTAWAY,A3-12-R-504-588-0,A9-113-L-1872-2004-84,Emp-9,20180826190102,20180826190702,20180826190602
PUTAWAY,PUTAWAY,A10-40-R-2100-1020-84,A6-216-R-1188-3384-72,Emp-6,20180826190229,20180826190729,20180826191029
REPLEN,PUTAWAY,A4-108-L-732-1932-0,B15-240-R-3516-3732-0,Emp-6,20180826190356,20180826190656,20180826191156
REPLEN OVERFLOW,SLOT CHANGE,A2-209-L-276-3276-48,B12-127-L-2832-2196-0,Emp-10,20180826190523,20180826190823,20180826191023
PUTAWAY,PUTAWAY,B17-141-L-3972-2364-0,A8-66-R-1644-1368-0,Emp-8,20180826190650,20180826190850,20180826191350
REPLEN,PUTAWAY,A1-206-R-48-3216-36,A8-17-L-1644-684-36,Emp-7,20180826190817,20180826191117,20180826191717
MOVE TO DOOR,REPLEN,A6-103-L-1188-1860-60,DR-D6,Emp-7,20180826190944,20180826191444,20180826191944
REPLEN,REPLEN,B13-140-R-3060-2352-108,B13-155-R-3060-2532-0,Emp-10,20180826191111,20180826191411,20180826191711
REPLEN,REPLEN,A8-143-R-1644-2388-60,B13-247-R-3060-3816-12,Emp-3,20180826191238,20180826191738,20180826191738
PUTAWAY,SLOT CHANGE,B17-146-L-3972-2424-60,A1Y-L-1656-0-84,Emp-10,20180826191405,20180826191805,20180826192405
PUTAWAY,PUTAWAY,B21-179-R-4884-2820-36,A3-71-L-504-1440-0,Emp-6,20180826191532,20180826192132,20180826192332
RETURNS PUTAWAY,RETURNS PUTAWAY,A8-143-L-1644-2388-36,A2-61-R-276-1308-0,Emp-10,20180826191659,20180826192659,20180826192559
REPLEN OVERFLOW,REPLEN,A11-36-R-2328-960-0,A7-29-R-1416-876-60,Emp-1,20180826191826,20180826191926,20180826192826
PUTAWAY,REPLEN,B13-141-R-3060-2364-72,B2Y-R-3732-1944-84,Emp-6,20180826191953,20180826192153,20180826192453
MOVE TO DOOR,SLAMS DUNK,A10-70-R-2100-1416-84,DR-D16,Emp-7,20180826192120,20180826193020,20180826192720
REPLEN OVERFLOW,REPLEN,B16-216-L-3744-3384-12,A1-113-R-48-2004-60,Emp-10,20180826192247,20180826192547,20180826193247
REPLEN,REPLEN,A4-64-R-732-1344-60,B21-170-L-4884-2712-84,Emp-6,20180826192414,20180826192614,20180826193014
PUTAWAY,PUTAWAY,A9-199-L-1872-3108-84,B21-219-L-4884-3444-60,Emp-7,20180826192541,20180826193141,20180826193341
RETURNS PUTAWAY,RETURNS PUTAWAY,A3-18-R-504-696-60,A5-15-L-960-636-48,Emp-4,20180826192708,20180826193408,20180826193508
REPLEN OVERFLOW,SLAMS DUNK,B16-132-L-3744-2256-96,A11-87-R-2328-1644-48,Emp-2,20180826192835,20180826193535,20180826193435
REPLEN,REPLEN,A6-202-R-1188-3156-0,B21-179-R-4884-2820-60,Emp-5,20180826193002,20180826194002,20180826193702
MOVE TO DOOR,SLAMS DUNK,B18-235-L-4200-3672-84,DR-D4,Emp-10,20180826193129,20180826193529,20180826194129
MOVE TO DOOR,REPLEN,C2Y-R-5520-1944-60,DR-D6,Emp-10,20180826193256,20180826193756,20180826193956
MOVE TO DOOR,PUTAWAY,A7-46-L-1416-1104-0,DR-D18,Emp-7,20180826193423,20180826194323,20180826194023
MOVE TO DOOR,SLOT CHANGE,A7-4-R-1416-408-60,DR-D21,Emp-7,20180826193550,20180826194550,20180826194450
PUTAWAY,SLAMS DUNK,B17-132-L-3972-2256-84,A1Y-L-1428-0-0,Emp-8,20180826193717,20180826194417,20180826194617
REPLEN OVERFLOW,REPLEN,A3-188-L-504-2928-0,B13-165-R-3060-2652-84,Emp-9,20180826193844,20180826194444,20180826194344
REPLEN,REPLEN,B18-199-R-4200-3108-0,A2-27-R-276-852-0,Emp-7,20180826194011,20180826194111,20180826194911
RETURNS PUTAWAY,RETURNS PUTAWAY,A6-30-L-1188-888-0,B16-252-R-3744-3876-96,Emp-8,20180826194138,20180826195038,20180826194838
PUTAWAY,SLAMS DUNK,B18-146-R-4200-2424-36,A1-113-L-48-2004-0,Emp-9,20180826194305,20180826195005,20180826195205
REPLEN OVERFLOW,SLOT CHANGE,B18-160-R-4200-2592-0,A2-199-L-276-3108-84,Emp-4,20180826194432,20180826195332,20180826195032
PUTAWAY,REPLEN,A1-126-R-48-2184-0,B17-245-R-3972-3792-0,Emp-8,20180826194559,20180826194959,20180826195359
REPLEN,PUTAWAY,A9-216-L-1872-3384-72,B18-227-R-4200-3564-60,Emp-4,20180826194726,20180826195126,20180826195326
REPLEN OVERFLOW,PUTAWAY,A3-62-R-504-1320-60,A1Y-L-396-0-0,Emp-6,20180826194853,20180826195853,20180826195853
MOVE TO DOOR,PUTAWAY,B17-191-L-3972-2988-84,DR-D7,Emp-2,20180826195020,20180826195620,20180826200020
PUTAWAY,REPLEN,C23-221-R-5364-3468-120,A5-202-R-960-3156-0,Emp-4,20180826195147,20180826195247,20180826195847
PUTAWAY,PUTAWAY,B15-240-R-3516-3732-84,A3-54-L-504-1212-60,Emp-10,20180826195314,20180826200014,20180826195814
MOVE TO DOOR,REPLEN,A10-1-L-2100-300-84,DR-D15,Emp-5,20180826195441,20180826200441,20180826200341
PUTAWAY,REPLEN,A1-92-R-48-1728-0,B14-240-R-3288-3732-84,Emp-7,20180826195608,20180826200608,20180826200408
MOVE TO DOOR,SLOT CHANGE,A4-66-L-732-1368-60,DR-D2,Emp-5,20180826195735,20180826200635,20180826200435
REPLEN,SLAMS DUNK,C24-244-L-5616-3780-120,B19-179-R-4428-2820-0,Emp-3,20180826195902,20180826200202,20180826200902
MOVE TO DOOR,PUTAWAY,A5-88-R-960-1668-0,DR-D1,Emp-3,20180826200029,20180826200729,20180826200829
REPLEN,SLOT CHANGE,A10-95-R-2100-1764-0,A6-73-L-1188-1464-0,Emp-9,20180826200156,20180826200356,20180826200656
RETURNS PUTAWAY,RETURNS PUTAWAY,B16-226-L-3744-3552-60,DR-D21,Emp-3,20180826200323,20180826201123,20180826200923
MOVE TO DOOR,PUTAWAY,A5-15-R-960-636-0,DR-D2,Emp-7,20180826200450,20180826201050,20180826201250
PUTAWAY,SLAMS DUNK,A3-202-R-504-3156-48,A11-113-L-2328-2004-0,Emp-5,20180826200617,20180826200817,20180826201317
REPLEN,PUTAWAY,A2-17-L-276-684-0,A9-58-L-1872-1272-84,Emp-1,20180826200744,20180826201044,20180826201444
RETURNS PUTAWAY,RETURNS PUTAWAY,B16-163-R-3744-2628-96,A4-132-R-732-2256-0,Emp-7,20180826200911,20180826201011,20180826201911
MOVE TO DOOR,PUTAWAY,A5-24-R-960-816-0,DR-D23,Emp-5,20180826201038,20180826201438,20180826201638
REPLEN,REPLEN,A1-101-L-48-1836-60,A2-36-R-276-960-0,Emp-2,20180826201205,20180826202205,20180826202105
REPLEN OVERFLOW,REPLEN,B17-189-L-3972-2940-60,C22-209-L-5160-3276-0,Emp-9,20180826201332,20180826201632,20180826202132
PUTAWAY,SLAMS DUNK,A6-195-R-1188-3048-48,A3-28-L-504-864-60,Emp-7,20180826201459,20180826202159,20180826202159
MOVE TO DOOR,SLAMS DUNK,A11-44-R-2328-1080-0,DR-D17,Emp-6,20180826201626,20180826202526,20180826202426
REPLEN OVERFLOW,PUTAWAY,B13-250-R-3060-3852-48,B13-260-R-3060-3972-48,Emp-6,20180826201753,20180826202553,20180826202553
REPLEN,SLAMS DUNK,C23-254-L-5364-3900-0,A1-96-L-48-1776-60,Emp-7,20180826201920,20180826202320,20180826202520
REPLEN OVERFLOW,SLAMS DUNK,A7-93-R-1416-1740-0,A8-121-L-1644-2100-36,Emp-6,20180826202047,20180826202547,20180826202847
REPLEN,REPLEN,A3-159-R-504-2580-0,A3-191-R-504-2988-0,Emp-5,20180826202214,20180826202614,20180826203014
REPLEN OVERFLOW,REPLEN,B13-164-R-3060-2640-12,B15-213-R-3516-3336-0,Emp-7,20180826202341,20180826202441,20180826203041
PUTAWAY,SLOT CHANGE,A9-88-L-1872-1668-0,B2Y-R-4428-1944-0,Emp-2,20180826202508,20180826202808,20180826203008
MOVE TO DOOR,SLAMS DUNK,A9-151-R-1872-2484-0,DR-D15,Emp-10,20180826202635,20180826203235,20180826203335
REPLEN OVERFLOW,SLAMS DUNK,A4-20-L-732-732-60,A9-195-L-1872-3048-84,Emp-6,20180826202802,20180826203702,20180826203602
MOVE TO DOOR,REPLEN,B20-223-L-4656-3504-0,DR-D17,Emp-10,20180826202929,20180826203329,20180826203729
REPLEN OVERFLOW,REPLEN,A4-143-L-732-2388-0,A6-180-L-1188-2832-60,Emp-4,20180826203056,20180826203456,20180826204056
REPLEN OVERFLOW,SLOT CHANGE,B16-145-R-3744-2412-12,C23-227-R-5364-3564-0,Emp-9,20180826203223,20180826203723,20180826204223
PUTAWAY,REPLEN,A11-87-R-2328-1644-48,A5-199-L-960-3108-0,Emp-10,20180826203350,20180826203850,20180826203850
REPLEN,REPLEN,A8-157-R-1644-2556-60,B19-132-R-4428-2256-0,Emp-8,20180826203517,20180826203817,20180826204517
REPLEN OVERFLOW,PUTAWAY,B21-155-L-4884-2532-24,B21-184-L-4884-2880-0,Emp-3,20180826203644,20180826204644,20180826204244
MOVE TO DOOR,REPLEN,B19-170-R-4428-2712-0,DR-D14,Emp-4,20180826203811,20180826204211,20180826204711
MOVE TO DOOR,SLOT CHANGE,A10-118-L-2100-2064-84,DR-D13,Emp-8,20180826203938,20180826204438,20180826204638
MOVE TO DOOR,PUTAWAY,A11-164-L-2328-2640-60,DR-D16,Emp-3,20180826204105,20180826204505,20180826204805
PUTAWAY,PUTAWAY,A2-74-L-276-1476-0,B14-146-L-3288-2424-84,Emp-7,20180826204232,20180826205232,20180826204732
REPLEN,SLOT CHANGE,B19-146-R-4428-2424-0,B18-179-R-4200-2820-36,Emp-4,20180826204359,20180826205359,20180826205259
MOVE TO DOOR,REPLEN,B17-227-R-3972-3564-60,DR-D2,Emp-7,20180826204526,20180826204826,20180826205026
REPLEN OVERFLOW,PUTAWAY,A6-195-L-1188-3048-0,B21-165-R-4884-2652-0,Emp-10,20180826204653,20180826205153,20180826205553
MOVE TO DOOR,SLAMS DUNK,B14-184-R-3288-2880-0,DR-D17,Emp-1,20180826204820,20180826204920,20180826205520
PUTAWAY,PUTAWAY,B21-191-L-4884-2988-60,A11-16-R-2328-672-48,Emp-1,20180826204947,20180826205647,20180826205747
PUTAWAY,SLAMS DUNK,B14-240-R-3288-3732-84,A8-153-R-1644-2508-0,Emp-5,20180826205114,20180826205714,20180826205814
REPLEN,SLOT CHANGE,B15-165-R-3516-2652-60,B12-151-L-2832-2484-0,Emp-1,20180826205241,20180826205941,20180826210241
REPLEN OVERFLOW,REPLEN,A11-4-L-2328-408-0,A7-59-R-1416-1284-0,Emp-7,20180826205408,20180826205508,20180826210008
PUTAWAY,PUTAWAY,A11-122-L-2328-2124-60,A4-44-L-732-1080-0,Emp-5,20180826205535,20180826210335,20180826210535
REPLEN,PUTAWAY,A5-199-R-960-3108-0,B12-195-R-2832-3048-0,Emp-8,20180826205702,20180826210002,20180826210602
PUTAWAY,SLAMS DUNK,A2-44-R-276-1080-0,A1-145-L-48-2412-60,Emp-7,20180826205829,20180826210829,20180826210629
MOVE TO DOOR,SLAMS DUNK,A1-9-R-48-528-0,DR-D16,Emp-4,20180826205956,20180826210356,20180826210556
REPLEN,SLOT CHANGE,A3-92-R-504-1728-0,A1Y-L-1428-0-60,Emp-2,20180826210123,20180826210523,20180826210923
RETURNS PUTAWAY,RETURNS PUTAWAY,B14-132-L-3288-2256-0,B16-159-R-3744-2580-12,Emp-7,20180826210250,20180826210550,20180826210750
PUTAWAY,PUTAWAY,B13-247-R-3060-3816-48,A5-62-R-960-1320-60,Emp-1,20180826210417,20180826211317,20180826211317
REPLEN,SLAMS DUNK,A10-3-R-2100-360-84,A2-195-L-276-3048-84,Emp-9,20180826210544,20180826211044,20180826211444
REPLEN OVERFLOW,SLOT CHANGE,B16-234-R-3744-3660-60,B2Y-R-3672-1944-0,Emp-2,20180826210711,20180826211411,20180826211711
REPLEN,SLAMS DUNK,B16-177-R-3744-2796-12,A5-206-L-960-3216-36,Emp-1,20180826210838,20180826211138,20180826211738
REPLEN OVERFLOW,SLOT CHANGE,A9-67-L-1872-1380-0,C22-209-L-5160-3276-0,Emp-9,20180826211005,20180826211905,20180826211705
REPLEN,SLOT CHANGE,B14-189-L-3288-2940-84,A7-136-R-1416-2304-60,Emp-3,20180826211132,20180826211932,20180826212132
REPLEN,SLAMS DUNK,B19-240-L-4428-3732-0,B13-213-R-3060-3336-0,Emp-7,20180826211259,20180826212259,20180826212159
MOVE TO DOOR,REPLEN,B12-209-R-2832-3276-0,DR-D20,Emp-9,20180826211426,20180826212426,20180826212026
PUTAWAY,SLAMS DUNK,A8-78-L-1644-1536-36,A1-109-L-48-1956-0,Emp-9,20180826211553,20180826211853,20180826212553
REPLEN OVERFLOW,REPLEN,B13-222-L-3060-3492-0,A10-21-L-2100-756-0,Emp-2,20180826211720,20180826211820,20180826212520
PUTAWAY,PUTAWAY,A1-216-L-48-3384-0,B15-235-R-3516-3672-60,Emp-4,20180826211847,20180826211947,20180826212847
PUTAWAY,PUTAWAY,B12-227-R-2832-3564-0,B21-206-R-4884-3216-36,Emp-2,20180826212014,20180826212214,20180826212914
REPLEN OVERFLOW,SLAMS DUNK,A4-213-L-732-3336-36,A1Y-L-1944-0-0,Emp-1,20180826212141,20180826212741,20180826212941
REPLEN OVERFLOW,SLAMS DUNK,C22-244-L-5160-3780-0,A9-6-R-1872-468-48,Emp-6,20180826212308,20180826213308,20180826213208
REPLEN,REPLEN,A1-188-L-48-2928-0,A7-123-R-1416-2136-60,Emp-8,20180826212435,20180826213335,20180826213135
MOVE TO DOOR,PUTAWAY,B18-219-R-4200-3444-60,DR-D4,Emp-9,20180826212602,20180826213402,20180826213202
PUTAWAY,SLAMS DUNK,A9-45-L-1872-1092-84,C22-170-R-5160-2712-0,Emp-1,20180826212729,20180826213629,20180826213229
REPLEN,REPLEN,B14-213-R-3288-3336-84,B15-195-R-3516-3048-84,Emp-10,20180826212856,20180826213856,20180826213656
PUTAWAY,REPLEN,B18-206-L-4200-3216-60,A1-58-L-48-1272-60,Emp-2,20180826213023,20180826213423,20180826214023
PUTAWAY,PUTAWAY,B2Y-R-3732-1944-0,A10-149-L-2100-2460-0,Emp-9,20180826213150,20180826213250,20180826213850
REPLEN,SLAMS DUNK,B13-191-R-3060-2988-0,A6-110-L-1188-1968-60,Emp-10,20180826213317,20180826213917,20180826213817
RETURNS PUTAWAY,RETURNS PUTAWAY,C24-209-R-5616-3276-0,B17-179-R-3972-2820-0,Emp-6,20180826213444,20180826213844,20180826214044
PUTAWAY,SLOT CHANGE,C22-209-L-5160-3276-0,A6-156-L-1188-2544-60,Emp-10,20180826213611,20180826213811,20180826214611
REPLEN,PUTAWAY,A8-138-L-1644-2328-0,B16-261-L-3744-3984-60,Emp-2,20180826213738,20180826214638,20180826214338
REPLEN OVERFLOW,SLAMS DUNK,B15-223-R-3516-3504-84,B20-250-R-4656-3852-0,Emp-3,20180826213905,20180826214605,20180826214405
PUTAWAY,REPLEN,A1-140-L-48-2352-0,B18-136-R-4200-2304-60,Emp-7,20180826214032,20180826214232,20180826214732
MOVE TO DOOR,PUTAWAY,A8-143-L-1644-2388-36,DR-D3,Emp-1,20180826214159,20180826214359,20180826215059
REPLEN OVERFLOW,SLAMS DUNK,A2-61-R-276-1308-0,A2-95-L-276-1764-60,Emp-4,20180826214326,20180826215126,20180826215226
RETURNS PUTAWAY,RETURNS PUTAWAY,A9-64-R-1872-1344-0,B21-136-R-4884-2304-0,Emp-5,20180826214453,20180826214553,20180826214953
PUTAWAY,SLAMS DUNK,B12-152-L-2832-2496-84,B12-199-L-2832-3108-0,Emp-9,20180826214620,20180826215120,20180826215120
REPLEN,SLOT CHANGE,A11-58-L-2328-1272-0,A1-173-R-48-2748-0,Emp-7,20180826214747,20180826214847,20180826215547
MOVE TO DOOR,PUTAWAY,A9-161-R-1872-2604-48,DR-D17,Emp-3,20180826214914,20180826215314,20180826215514
PUTAWAY,PUTAWAY,B21-254-L-4884-3900-60,A11-78-R-2328-1536-0,Emp-9,20180826215041,20180826215841,20180826220041
PUTAWAY,SLAMS DUNK,A4-39-R-732-1008-60,B14-231-R-3288-3624-0,Emp-3,20180826215208,20180826215908,20180826220108
REPLEN,PUTAWAY,A6-98-R-1188-1800-0,B16-229-R-3744-3600-60,Emp-3,20180826215335,20180826215835,20180826215935
PUTAWAY,PUTAWAY,A3-12-L-504-588-60,A6-1-L-1188-300-60,Emp-3,20180826215502,20180826215702,20180826220202
MOVE TO DOOR,PUTAWAY,A2-167-L-276-2676-60,DR-D6,Emp-3,20180826215629,20180826215929,20180826220429
PUTAWAY,SLOT CHANGE,A8-91-R-1644-1704-60,A9-12-L-1872-588-0,Emp-9,20180826215756,20180826220256,20180826220456
MOVE TO DOOR,SLAMS DUNK,A7-55-R-1416-1224-0,DR-D7,Emp-1,20180826215923,20180826220223,20180826220723
PUTAWAY,SLAMS DUNK,B15-209-R-3516-3276-84,B12-231-R-2832-3624-0,Emp-6,20180826220050,20180826220250,20180826220950
REPLEN OVERFLOW,SLAMS DUNK,B16-127-L-3744-2196-12,B21-170-L-4884-2712-60,Emp-6,20180826220217,20180826220717,20180826220717
RETURNS PUTAWAY,RETURNS PUTAWAY,B16-172-L-3744-2736-12,A2-188-R-276-2928-48,Emp-7,20180826220344,20180826221144,20180826220844
REPLEN,SLOT CHANGE,A7-71-L-1416-1440-0,A5-149-R-960-2460-0,Emp-8,20180826220511,20180826221111,20180826221111
REPLEN OVERFLOW,SLOT CHANGE,A9-156-R-1872-2544-0,A1-199-R-48-3108-0,Emp-3,20180826220638,20180826221338,20180826221438
MOVE TO DOOR,PUTAWAY,A8-70-R-1644-1416-0,DR-D20,Emp-4,20180826220805,20180826221705,20180826221805
PUTAWAY,PUTAWAY,C24-219-L-5616-3444-0,B2Y-R-3504-1944-0,Emp-9,20180826220932,20180826221232,20180826221832
REPLEN,SLAMS DUNK,B13-253-L-3060-3888-60,A10-1-R-2100-300-84,Emp-1,20180826221059,20180826222059,20180826221559
MOVE TO DOOR,PUTAWAY,B18-213-L-4200-3336-60,DR-D14,Emp-7,20180826221226,20180826221426,20180826222026
REPLEN OVERFLOW,SLAMS DUNK,A11-3-R-2328-360-48,A7-3-L-1416-360-0,Emp-7,20180826221353,20180826221453,20180826221953
REPLEN OVERFLOW,SLAMS DUNK,B17-136-L-3972-2304-0,A1Y-L-1488-0-0,Emp-10,20180826221520,20180826222120,20180826222220
REPLEN OVERFLOW,PUTAWAY,C22-254-R-5160-3900-0,B15-160-L-3516-2592-84,Emp-4,20180826221647,20180826222147,20180826222247
REPLEN OVERFLOW,SLAMS DUNK,B18-240-L-4200-3732-60,B12-207-L-2832-3228-84,Emp-1,20180826221814,20180826222514,20180826222314
MOVE TO DOOR,PUTAWAY,A10-213-L-2100-3336-0,DR-D15,Emp-9,20180826221941,20180826222841,20180826222841
REPLEN OVERFLOW,PUTAWAY,B21-189-R-4884-2940-60,A3-84-R-504-1608-0,Emp-10,20180826222108,20180826223108,20180826223008
PUTAWAY,PUTAWAY,A5-96-R-960-1776-60,A9-15-L-1872-636-0,Emp-6,20180826222235,20180826222335,20180826223035
PUTAWAY,REPLEN,A8-74-L-1644-1476-36,B21-141-R-4884-2364-0,Emp-7,20180826222402,20180826222902,20180826222902
REPLEN OVERFLOW,SLOT CHANGE,B2Y-R-3732-1944-0,B16-132-R-3744-2256-60,Emp-1,20180826222529,20180826223229,20180826223329
REPLEN OVERFLOW,PUTAWAY,B18-209-R-4200-3276-0,A2-44-L-276-1080-0,Emp-10,20180826222656,20180826222956,20180826223356
PUTAWAY,SLAMS DUNK,A9-92-L-1872-1728-84,B13-251-R-3060-3864-48,Emp-10,20180826222823,20180826223523,20180826223823
REPLEN,SLAMS DUNK,B17-206-R-3972-3216-0,B20-219-L-4656-3444-0,Emp-9,20180826222950,20180826223850,20180826223850
REPLEN OVERFLOW,PUTAWAY,B21-245-L-4884-3792-0,A4-170-R-732-2712-0,Emp-3,20180826223117,20180826223217,20180826224117
