MOVE_TYPE,MOVE_TYPE_DETAIL,FROM_LOCATION,TO_LOCATION,EMP_ID,START_TIME,END_TIME,GOAL
PUTAWAY,PUTAWAY,B14-209-L-3288-3276-84,B15-127-L-3516-2196-60,Emp-4,20180826195318,20180826195818,20180826200118
REPLEN,PUTAWAY,A7-209-R-1416-3276-48,C27-155-L-6300-2532-0,Emp-1,20180826195445,20180826200445,20180826200145
MOVE TO DOOR,PUTAWAY,A11-58-L-2328-1272-0,DR-D304,Emp-3,20180826195612,20180826200412,20180826200612
REPLEN,REPLEN,A6-98-L-1188-1800-60,B17-254-L-3972-3900-0,Emp-1,20180826195739,20180826195939,20180826200439
PUTAWAY,SLOT CHANGE,B18-209-R-4200-3276-36,C29-229-L-6756-3600-12,Emp-5,20180826195906,20180826200706,20180826200506
PUTAWAY,REPLEN,B14-151-R-3288-2484-84,C33-160-R-7668-2592-0,Emp-9,20180826200033,20180826200533,20180826200933
REPLEN,SLOT CHANGE,B17-141-R-3972-2364-60,C37-150-L-8580-2472-48,Emp-5,20180826200200,20180826200700,20180826201200
REPLEN OVERFLOW,PUTAWAY,A3-6-R-504-468-60,B14-136-L-3288-2304-84,Emp-10,20180826200327,20180826201327,20180826201027
MOVE TO DOOR,REPLEN,C40-150-L-9264-2472-72,DR-D06,Emp-8,20180826200454,20180826201254,20180826200954
PUTAWAY,PUTAWAY,A1-96-R-48-1776-0,C27-160-R-6300-2592-36,Emp-4,20180826200621,20180826201021,20180826201321
MOVE TO DOOR,SLAMS DUNK,C39-141-R-9036-2364-12,DR-D11,Emp-2,20180826200748,20180826201648,20180826201348
PUTAWAY,SLAMS DUNK,C2Y-R-10068-1944-0,A3-113-L-504-2004-0,Emp-2,20180826200915,20180826201415,20180826201615
REPLEN,SLAMS DUNK,C42-203-L-9720-3168-48,B12-160-L-2832-2592-0,Emp-10,20180826201042,20180826201442,20180826201742
REPLEN OVERFLOW,SLOT CHANGE,C30-151-L-6984-2484-60,A3-37-R-504-984-0,Emp-2,20180826201209,20180826201809,20180826202109
MOVE TO DOOR,REPLEN,A3-184-L-504-2880-48,DR-D03,Emp-8,20180826201336,20180826202136,20180826201936
MOVE TO DOOR,REPLEN,C40-177-R-9264-2796-12,DR-D304,Emp-1,20180826201503,20180826201903,20180826202003
PUTAWAY,SLOT CHANGE,C39-127-L-9036-2196-12,C27-195-R-6300-3048-36,Emp-4,20180826201630,20180826202330,20180826202330
MOVE TO DOOR,REPLEN,A9-124-R-1872-2148-0,DR-D306,Emp-4,20180826201757,20180826202557,20180826202657
REPLEN OVERFLOW,SLOT CHANGE,C28-132-R-6528-2256-72,A1Y-L-456-0-84,Emp-5,20180826201924,20180826202024,20180826202424
REPLEN OVERFLOW,REPLEN,C27-223-L-6300-3504-60,A10-96-L-2100-1776-0,Emp-2,20180826202051,20180826202551,20180826202651
MOVE TO DOOR,PUTAWAY,DR-D308,DR-D14,Emp-3,20180826202218,20180826202918,20180826203018
REPLEN OVERFLOW,REPLEN,C22-223-R-5160-3504-0,A11-148-R-2328-2448-48,Emp-9,20180826202345,20180826203145,20180826203245
MOVE TO DOOR,PUTAWAY,C38-127-R-8808-2196-72,DR-D01,Emp-9,20180826202512,20180826203012,20180826203012
REPLEN OVERFLOW,SLOT CHANGE,B14-199-R-3288-3108-84,C2Y-R-8880-1944-0,Emp-7,20180826202639,20180826202739,20180826203339
MOVE TO DOOR,PUTAWAY,C24-170-R-5616-2712-0,DR-D27,Emp-6,20180826202806,20180826203506,20180826203806
MOVE TO DOOR,REPLEN,A11-62-L-2328-1320-60,DR-D10,Emp-4,20180826202933,20180826203833,20180826203533
PUTAWAY,SLAMS DUNK,C40-168-R-9264-2688-72,A3-105-R-504-1896-0,Emp-1,20180826203100,20180826203600,20180826203900
PUTAWAY,PUTAWAY,B20-195-R-4656-3048-0,C42-151-L-9720-2484-48,Emp-5,20180826203227,20180826203727,20180826203927
MOVE TO DOOR,SLOT CHANGE,A2-44-L-276-1080-60,DR-D20,Emp-4,20180826203354,20180826203654,20180826204254
REPLEN OVERFLOW,SLOT CHANGE,C38-181-R-8808-2844-72,A8-206-L-1644-3216-48,Emp-1,20180826203521,20180826204521,20180826204021
REPLEN OVERFLOW,PUTAWAY,C34-159-L-7896-2580-12,B14-259-R-3288-3960-84,Emp-1,20180826203648,20180826203848,20180826204548
PUTAWAY,PUTAWAY,C41-136-R-9492-2304-0,A9-199-R-1872-3108-48,Emp-3,20180826203815,20180826204615,20180826204715
REPLEN OVERFLOW,SLOT CHANGE,B17-160-L-3972-2592-0,C33-217-L-7668-3396-0,Emp-7,20180826203942,20180826204142,20180826204742
RETURNS PUTAWAY,RETURNS PUTAWAY,A5-67-R-960-1380-0,C31-223-L-7212-3504-60,Emp-9,20180826204109,20180826204809,20180826205109
MOVE TO DOOR,SLAMS DUNK,C41-206-L-9492-3216-0,DR-D07,Emp-9,20180826204236,20180826204436,20180826204736
REPLEN,SLOT CHANGE,C24-209-R-5616-3276-0,B13-222-R-3060-3492-96,Emp-10,20180826204403,20180826204703,20180826204903
MOVE TO DOOR,SLOT CHANGE,A3-101-R-504-1836-60,DR-D04,Emp-4,20180826204530,20180826204630,20180826205530
PUTAWAY,PUTAWAY,A4-161-R-732-2604-0,A8-49-L-1644-1140-36,Emp-7,20180826204657,20180826205057,20180826205257
PUTAWAY,REPLEN,A3-12-L-504-588-0,C22-213-R-5160-3336-0,Emp-2,20180826204824,20180826205324,20180826205824
REPLEN,REPLEN,C37-195-R-8580-3048-60,A8-128-L-1644-2208-36,Emp-10,20180826204951,20180826205151,20180826205751
REPLEN OVERFLOW,SLAMS DUNK,C27-217-L-6300-3396-60,A1Y-L-1596-0-60,Emp-10,20180826205118,20180826205618,20180826205718
REPLEN OVERFLOW,REPLEN,C23-235-R-5364-3672-0,A11-33-L-2328-924-0,Emp-9,20180826205245,20180826205545,20180826205845
RETURNS PUTAWAY,RETURNS PUTAWAY,A8-209-R-1644-3276-0,A9-202-L-1872-3156-48,Emp-2,20180826205412,20180826210012,20180826210312
PUTAWAY,REPLEN,A7-174-R-1416-2760-0,A2-87-R-276-1644-60,Emp-7,20180826205539,20180826210539,20180826210439
REPLEN OVERFLOW,SLAMS DUNK,C31-170-L-7212-2712-0,A4-170-R-732-2712-60,Emp-5,20180826205706,20180826210106,20180826210706
REPLEN,PUTAWAY,C34-124-L-7896-2148-12,B14-227-L-3288-3564-0,Emp-1,20180826205833,20180826210633,20180826210633
RETURNS PUTAWAY,RETURNS PUTAWAY,B16-213-R-3744-3336-12,C32-231-L-7440-3624-0,Emp-8,20180826210000,20180826210800,20180826210800
REPLEN OVERFLOW,SLOT CHANGE,C36-170-R-8352-2712-60,C23-254-R-5364-3900-0,Emp-1,20180826210127,20180826210727,20180826210627
MOVE TO DOOR,REPLEN,A7-169-R-1416-2700-60,DR-D27,Emp-5,20180826210254,20180826210854,20180826210854
MOVE TO DOOR,SLAMS DUNK,A8-83-L-1644-1596-0,DR-D309,Emp-1,20180826210421,20180826211321,20180826211421
RETURNS PUTAWAY,RETURNS PUTAWAY,A2-191-L-276-2988-0,A3-15-L-504-636-0,Emp-2,20180826210548,20180826211548,20180826211348
REPLEN,SLAMS DUNK,C30-250-R-6984-3852-60,B12-231-R-2832-3624-0,Emp-8,20180826210715,20180826211415,20180826211315
MOVE TO DOOR,SLAMS DUNK,A11-128-R-2328-2208-48,DR-D06,Emp-1,20180826210842,20180826210942,20180826211842
PUTAWAY,REPLEN,A6-3-L-1188-360-0,C24-235-R-5616-3672-0,Emp-5,20180826211009,20180826211509,20180826211609
MOVE TO DOOR,PUTAWAY,C35-136-R-8124-2304-0,DR-D11,Emp-2,20180826211136,20180826211336,20180826211736
MOVE TO DOOR,SLOT CHANGE,A5-209-L-960-3276-72,DR-D15,Emp-10,20180826211303,20180826211703,20180826212003
REPLEN,SLAMS DUNK,B17-146-L-3972-2424-84,C33-203-R-7668-3168-60,Emp-3,20180826211430,20180826211630,20180826212330
MOVE TO DOOR,REPLEN,B12-228-L-2832-3576-84,DR-D309,Emp-10,20180826211557,20180826211957,20180826212357
MOVE TO DOOR,SLOT CHANGE,B12-259-R-2832-3960-0,DR-D302,Emp-1,20180826211724,20180826212124,20180826212724
RETURNS PUTAWAY,RETURNS PUTAWAY,A5-15-L-960-636-48,C42-160-L-9720-2592-48,Emp-6,20180826211851,20180826212051,20180826212851
REPLEN,PUTAWAY,A7-178-L-1416-2808-60,C24-206-R-5616-3216-0,Emp-10,20180826212018,20180826212818,20180826212818
MOVE TO DOOR,SLOT CHANGE,A9-126-L-1872-2184-84,DR-D05,Emp-5,20180826212145,20180826212945,20180826213045
REPLEN,PUTAWAY,A8-108-L-1644-1932-0,B18-174-R-4200-2760-36,Emp-2,20180826212312,20180826212412,20180826213212
PUTAWAY,PUTAWAY,C30-245-L-6984-3792-0,C26-254-R-6072-3900-0,Emp-8,20180826212439,20180826212939,20180826213239
PUTAWAY,REPLEN,C24-223-L-5616-3504-0,B17-235-R-3972-3672-0,Emp-1,20180826212606,20180826213106,20180826213406
REPLEN OVERFLOW,PUTAWAY,B15-227-R-3516-3564-60,C32-136-R-7440-2304-60,Emp-10,20180826212733,20180826213733,20180826213333
REPLEN,REPLEN,C33-245-R-7668-3792-60,C31-170-L-7212-2712-0,Emp-7,20180826212900,20180826213800,20180826213500
MOVE TO DOOR,REPLEN,B17-235-L-3972-3672-60,DR-D17,Emp-4,20180826213027,20180826213227,20180826213827
MOVE TO DOOR,SLAMS DUNK,C31-227-R-7212-3564-60,DR-D302,Emp-8,20180826213154,20180826214054,20180826213954
REPLEN,REPLEN,A4-64-R-732-1344-0,A1-54-R-48-1212-60,Emp-3,20180826213321,20180826214221,20180826213921
MOVE TO DOOR,REPLEN,B16-256-R-3744-3924-12,DR-D08,Emp-6,20180826213448,20180826214248,20180826214148
MOVE TO DOOR,PUTAWAY,A10-40-R-2100-1020-0,DR-D19,Emp-9,20180826213615,20180826214015,20180826214215
MOVE TO DOOR,PUTAWAY,A9-137-R-1872-2316-0,DR-D303,Emp-2,20180826213742,20180826214742,20180826214442
MOVE TO DOOR,SLOT CHANGE,A11-172-R-2328-2736-0,DR-D60,Emp-10,20180826213909,20180826214409,20180826214609
REPLEN,PUTAWAY,C31-259-L-7212-3960-60,C33-209-L-7668-3276-0,Emp-4,20180826214036,20180826214136,20180826214536
REPLEN OVERFLOW,REPLEN,A2-148-R-276-2448-0,B16-234-R-3744-3660-96,Emp-10,20180826214203,20180826214303,20180826215203
MOVE TO DOOR,PUTAWAY,B13-145-R-3060-2412-60,DR-D306,Emp-8,20180826214330,20180826215130,20180826214930
REPLEN OVERFLOW,SLOT CHANGE,A8-44-L-1644-1080-0,C27-259-L-6300-3960-60,Emp-2,20180826214457,20180826214557,20180826214957
REPLEN OVERFLOW,SLOT CHANGE,B2Y-R-3216-1944-0,A10-49-R-2100-1140-84,Emp-5,20180826214624,20180826215524,20180826215324
REPLEN OVERFLOW,SLOT CHANGE,B15-150-R-3516-2472-60,C28-209-L-6528-3276-72,Emp-8,20180826214751,20180826215551,20180826215251
REPLEN,PUTAWAY,A2-57-L-276-1248-0,B17-213-L-3972-3336-60,Emp-10,20180826214918,20180826215818,20180826215918
MOVE TO DOOR,REPLEN,C39-190-R-9036-2952-72,DR-D304,Emp-8,20180826215045,20180826215945,20180826215645
MOVE TO DOOR,REPLEN,C30-199-R-6984-3108-60,DR-D303,Emp-7,20180826215212,20180826215312,20180826220012
PUTAWAY,REPLEN,C25-203-L-5844-3168-0,A11-8-R-2328-516-0,Emp-2,20180826215339,20180826220339,20180826220239
MOVE TO DOOR,SLOT CHANGE,C37-151-R-8580-2484-0,DR-D34,Emp-7,20180826215506,20180826215806,20180826220106
REPLEN,REPLEN,A3-71-R-504-1440-0,B19-136-L-4428-2304-0,Emp-7,20180826215633,20180826220233,20180826220433
PUTAWAY,SLOT CHANGE,B21-174-L-4884-2760-60,A1-88-L-48-1668-60,Emp-7,20180826215800,20180826220800,20180826220500
MOVE TO DOOR,PUTAWAY,B15-250-R-3516-3852-60,DR-D07,Emp-8,20180826215927,20180826220627,20180826220527
REPLEN,PUTAWAY,C39-186-R-9036-2904-72,A8-70-L-1644-1416-0,Emp-1,20180826220054,20180826220854,20180826220654
REPLEN OVERFLOW,REPLEN,A10-149-L-2100-2460-84,B13-141-R-3060-2364-96,Emp-9,20180826220221,20180826220621,20180826220821
PUTAWAY,SLOT CHANGE,A9-126-L-1872-2184-84,C32-199-L-7440-3108-60,Emp-10,20180826220348,20180826221048,20180826221348
MOVE TO DOOR,PUTAWAY,C33-213-L-7668-3336-0,DR-D29,Emp-3,20180826220515,20180826220615,20180826221315
PUTAWAY,SLOT CHANGE,A2-1-L-276-300-0,B17-141-R-3972-2364-0,Emp-5,20180826220642,20180826221142,20180826221442
REPLEN,SLOT CHANGE,B14-151-L-3288-2484-84,C31-170-L-7212-2712-60,Emp-1,20180826220809,20180826221009,20180826221609
REPLEN,REPLEN,A2-134-R-276-2280-60,A7-4-L-1416-408-0,Emp-6,20180826220936,20180826221236,20180826221636
MOVE TO DOOR,SLAMS DUNK,A10-20-R-2100-732-84,DR-D307,Emp-9,20180826221103,20180826222003,20180826221703
PUTAWAY,SLOT CHANGE,B12-235-L-2832-3672-0,C30-227-R-6984-3564-0,Emp-6,20180826221230,20180826221930,20180826221830
MOVE TO DOOR,SLAMS DUNK,A6-42-R-1188-1056-0,DR-D04,Emp-8,20180826221357,20180826222157,20180826222257
REPLEN,SLAMS DUNK,B15-213-L-3516-3336-60,C41-127-L-9492-2196-60,Emp-2,20180826221524,20180826221924,20180826222424
REPLEN OVERFLOW,PUTAWAY,A11-71-L-2328-1440-0,B20-227-L-4656-3564-0,Emp-9,20180826221651,20180826222551,20180826222651
REPLEN OVERFLOW,REPLEN,C2Y-R-9408-1944-0,A3-209-L-504-3276-48,Emp-5,20180826221818,20180826222218,20180826222618
REPLEN OVERFLOW,PUTAWAY,A9-64-R-1872-1344-0,C2Y-R-7452-1944-60,Emp-8,20180826221945,20180826222345,20180826222645
REPLEN OVERFLOW,REPLEN,A1Y-L-2220-0-0,B16-172-R-3744-2736-60,Emp-5,20180826222112,20180826222512,20180826222912
REPLEN,PUTAWAY,B15-206-L-3516-3216-0,C34-238-L-7896-3708-12,Emp-3,20180826222239,20180826223039,20180826223139
REPLEN OVERFLOW,SLAMS DUNK,C28-177-L-6528-2796-12,A2-104-R-276-1872-0,Emp-9,20180826222406,20180826222506,20180826222906
REPLEN OVERFLOW,REPLEN,A3-195-R-504-3048-0,B18-191-L-4200-2988-60,Emp-7,20180826222533,20180826223033,20180826223433
RETURNS PUTAWAY,RETURNS PUTAWAY,B2Y-R-4944-1944-0,C32-165-L-7440-2652-60,Emp-2,20180826222700,20180826223600,20180826223500
PUTAWAY,SLOT CHANGE,B21-155-R-4884-2532-0,C42-209-L-9720-3276-48,Emp-9,20180826222827,20180826223327,20180826223527
REPLEN OVERFLOW,SLAMS DUNK,C25-155-R-5844-2532-0,A11-78-R-2328-1536-0,Emp-7,20180826222954,20180826223154,20180826223954
REPLEN,SLOT CHANGE,A9-98-R-1872-1800-0,C42-151-L-9720-2484-84,Emp-3,20180826223121,20180826224021,20180826223621
REPLEN OVERFLOW,SLOT CHANGE,A2-202-L-276-3156-84,B17-146-R-3972-2424-0,Emp-8,20180826223248,20180826223848,20180826223748
